,en,es,ar,cs,de,id,ko,ja,lv,nl,it
0,0.8856088560885609,0.8782287822878229,0.8302583025830258,0.8634686346863468,0.8819188191881919,0.8745387453874539,0.7749077490774908,0.8487084870848709,0.8819188191881919,0.8819188191881919,
1,0.8450704225352113,0.852112676056338,0.8169014084507042,0.8661971830985915,0.8309859154929577,0.795774647887324,0.6830985915492958,0.8591549295774648,0.8450704225352113,0.8873239436619719,
2,0.8571428571428571,0.7936507936507936,0.8465608465608465,0.8095238095238095,0.8624338624338624,0.8148148148148148,0.6984126984126984,0.8412698412698413,0.8677248677248677,0.8571428571428571,
3,0.8405797101449275,0.8405797101449275,0.855072463768116,0.8985507246376812,0.9130434782608695,0.7391304347826086,0.7536231884057971,0.8695652173913043,0.855072463768116,0.9130434782608695,
4,0.8541666666666666,0.8680555555555556,0.8541666666666666,0.8888888888888888,0.8611111111111112,0.8402777777777778,0.7916666666666666,0.8263888888888888,0.8819444444444444,0.8888888888888888,
5,0.8512396694214877,0.7933884297520661,0.8347107438016529,0.8181818181818182,0.8842975206611571,0.8429752066115702,0.6115702479338843,0.8264462809917356,0.8347107438016529,0.8512396694214877,
6,0.8709677419354839,0.8709677419354839,0.9193548387096774,0.8709677419354839,0.9354838709677419,0.8064516129032258,0.8064516129032258,0.8870967741935484,0.8064516129032258,0.967741935483871,
7,0.8732394366197183,0.8591549295774648,0.8873239436619719,0.8732394366197183,0.9577464788732394,0.8028169014084507,0.7746478873239436,0.8591549295774648,0.8169014084507042,0.971830985915493,
8,0.8414634146341463,0.8414634146341463,0.8902439024390244,0.9024390243902439,0.8658536585365854,0.7804878048780488,0.8170731707317073,0.8902439024390244,0.8780487804878049,0.9390243902439024,
9,0.8481012658227848,0.8734177215189873,0.8860759493670886,0.8607594936708861,0.8607594936708861,0.8227848101265823,0.8227848101265823,0.8227848101265823,0.8354430379746836,0.8860759493670886,
10,0.7654320987654321,0.8518518518518519,0.9012345679012346,0.8765432098765432,0.8518518518518519,0.7407407407407407,0.654320987654321,0.8518518518518519,0.8148148148148148,0.8518518518518519,
11,0.816,0.784,0.856,0.832,0.904,0.744,0.736,0.8,0.912,0.928,
12,0.7027027027027027,0.8783783783783784,0.7837837837837838,0.7837837837837838,0.8783783783783784,0.8378378378378378,0.5945945945945946,0.6891891891891891,0.7162162162162162,0.7972972972972973,
13,0.918918918918919,0.9054054054054054,0.8783783783783784,0.8648648648648649,0.918918918918919,0.8783783783783784,0.8783783783783784,0.9324324324324325,0.918918918918919,0.8918918918918919,
14,0.84251968503937,0.8188976377952756,0.8031496062992126,0.8503937007874016,0.84251968503937,0.7165354330708661,0.7165354330708661,0.8818897637795275,0.7952755905511811,0.8740157480314961,
15,0.8780487804878049,0.8048780487804879,0.8780487804878049,0.8780487804878049,0.7560975609756098,0.7804878048780488,0.7804878048780488,0.7560975609756098,0.8780487804878049,0.8292682926829268,
16,0.8854166666666666,0.8541666666666666,0.90625,0.8645833333333334,0.9479166666666666,0.8125,0.7291666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,
17,0.9225806451612903,0.9225806451612903,0.8451612903225807,0.9290322580645162,0.864516129032258,0.8774193548387097,0.8193548387096774,0.8709677419354839,0.896774193548387,0.9354838709677419,
18,0.8367346938775511,0.8163265306122449,0.8775510204081632,0.8571428571428571,0.9795918367346939,0.6326530612244898,0.7142857142857143,0.7142857142857143,0.7551020408163265,0.9387755102040817,
19,0.8983050847457628,0.847457627118644,0.8813559322033898,0.8305084745762712,0.9152542372881356,0.7288135593220338,0.6101694915254238,0.9152542372881356,0.8135593220338984,0.7966101694915254,
20,0.8695652173913043,0.8608695652173913,0.8260869565217391,0.8782608695652174,0.9217391304347826,0.8347826086956521,0.6869565217391305,0.7913043478260869,0.8347826086956521,0.8347826086956521,
21,0.8827586206896552,0.8551724137931035,0.8344827586206897,0.8758620689655172,0.8827586206896552,0.8275862068965517,0.7931034482758621,0.8137931034482758,0.8551724137931035,0.9103448275862069,
22,0.940677966101695,0.923728813559322,0.8559322033898306,0.8559322033898306,0.940677966101695,0.8305084745762712,0.8135593220338984,0.9067796610169492,0.8813559322033898,0.940677966101695,
23,0.8627450980392157,0.8627450980392157,0.7941176470588235,0.8333333333333334,0.8921568627450981,0.8333333333333334,0.8431372549019608,0.8431372549019608,0.7941176470588235,0.8333333333333334,
24,0.8125,0.8958333333333334,0.8229166666666666,0.8125,0.8854166666666666,0.6458333333333334,0.6666666666666666,0.78125,0.7916666666666666,0.8854166666666666,
25,0.7941176470588235,0.8137254901960784,0.8137254901960784,0.7843137254901961,0.7941176470588235,0.7549019607843137,0.6666666666666666,0.7745098039215687,0.7745098039215687,0.8529411764705882,
26,0.8979591836734694,0.8775510204081632,0.9183673469387755,0.826530612244898,0.8877551020408163,0.8571428571428571,0.7448979591836735,0.8877551020408163,0.8367346938775511,0.8877551020408163,
27,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.8888888888888888,0.9333333333333333,0.8444444444444444,0.9333333333333333,0.9555555555555556,1.0,0.9333333333333333,
28,0.9263157894736842,0.9157894736842105,0.8421052631578947,0.8421052631578947,0.9263157894736842,0.8421052631578947,0.7473684210526316,0.7684210526315789,0.8736842105263158,0.968421052631579,
29,0.9043478260869565,0.8,0.8782608695652174,0.8347826086956521,0.9043478260869565,0.7652173913043478,0.7739130434782608,0.8782608695652174,0.8956521739130435,0.8608695652173913,
